# wave, tp
2.870000000000000000e+04,2.993180234656635519e-01
2.874623727454909749e+04,3.075623409667183616e-01
2.879247454909819862e+04,3.158427175701359335e-01
2.883871182364729611e+04,3.241599276262694951e-01
2.888494909819639361e+04,3.325435966887716477e-01
2.893118637274549110e+04,3.410252060505445937e-01
2.897742364729459223e+04,3.502037336136503143e-01
2.902366092184368972e+04,3.591097442646380977e-01
2.906989819639278357e+04,3.677003735748975433e-01
2.911613547094188471e+04,3.763322784082497319e-01
2.916237274549098220e+04,3.818915026319901207e-01
2.920861002004007969e+04,3.868528983908730012e-01
2.925484729458918082e+04,3.918102155115119056e-01
2.930108456913827831e+04,3.967665429951757750e-01
2.934732184368737580e+04,4.017322939278966665e-01
2.939355911823647330e+04,4.065870458933114051e-01
2.943979639278557443e+04,4.115151940094960992e-01
2.948603366733467192e+04,4.164997062932024874e-01
2.953227094188376577e+04,4.222882875814336634e-01
2.957850821643286690e+04,4.278768514329373551e-01
2.962474549098196439e+04,4.334645760342700216e-01
2.967098276553106189e+04,4.391051929524595332e-01
2.971722004008016302e+04,4.447495194806283525e-01
2.976345731462926051e+04,4.493201290350617993e-01
2.980969458917835800e+04,4.535965265695299786e-01
2.985593186372745549e+04,4.579100375235716225e-01
2.990216913827655662e+04,4.620482157328232309e-01
2.994840641282565048e+04,4.658356395456246246e-01
2.999464368737474797e+04,4.696441356095030772e-01
3.004088096192384910e+04,4.716988844421948768e-01
3.008711823647294659e+04,4.733684959351383559e-01
3.013335551102204408e+04,4.749974153760949114e-01
3.017959278557114521e+04,4.763741712458168243e-01
3.022583006012024271e+04,4.777103056330926911e-01
3.027206733466934020e+04,4.790512226133864515e-01
3.031830460921843769e+04,4.804185535140383934e-01
3.036454188376753882e+04,4.818092044679970209e-01
3.041077915831663267e+04,4.828765876907010202e-01
3.045701643286573017e+04,4.839872374522125598e-01
3.050325370741483130e+04,4.852402271682083046e-01
3.054949098196392879e+04,4.882731101509616978e-01
3.059572825651302628e+04,4.913843469652617868e-01
3.064196553106212741e+04,4.945591510650174105e-01
3.068820280561122490e+04,4.977707627311462324e-01
3.073444008016032240e+04,5.009522735680852490e-01
3.078067735470941989e+04,5.041363509884637661e-01
3.082691462925852102e+04,5.073705177897316343e-01
3.087315190380761487e+04,5.106932267364783229e-01
3.091938917835671236e+04,5.140522097374706778e-01
3.096562645290581349e+04,5.174237181161881471e-01
3.101186372745491099e+04,5.205324554077908061e-01
3.105810100200400848e+04,5.229552819581548828e-01
3.110433827655310961e+04,5.254805971943645737e-01
3.115057555110220710e+04,5.280512018824533582e-01
3.119681282565130459e+04,5.306387795716615008e-01
3.124305010020039845e+04,5.332578585131962923e-01
3.128928737474950321e+04,5.357700097420058372e-01
3.133552464929859707e+04,5.381796115898719313e-01
3.138176192384769456e+04,5.405642816979550069e-01
3.142799919839679569e+04,5.429839288106329542e-01
3.147423647294589318e+04,5.454305639800802741e-01
3.152047374749499068e+04,5.477449928689290815e-01
3.156671102204408817e+04,5.499137819801579452e-01
3.161294829659318930e+04,5.521112531765974829e-01
3.165918557114228679e+04,5.543480131160428703e-01
3.170542284569138064e+04,5.566053116485341068e-01
3.175166012024048177e+04,5.588856972300173531e-01
3.179789739478957927e+04,5.610602980716364874e-01
3.184413466933867676e+04,5.631417684618170716e-01
3.189037194388777789e+04,5.651989433250862449e-01
3.193660921843687538e+04,5.672500238193148858e-01
3.198284649298597287e+04,5.692811531572214978e-01
3.202908376753507400e+04,5.710788738708376666e-01
