# wave, tp
8.300000000000000000e+03,1.229062158592101467e-01
8.339679358717434297e+03,1.277893391302084292e-01
8.379358717434868595e+03,1.329725822932381618e-01
8.419038076152304711e+03,1.381110282885003870e-01
8.458717434869739009e+03,1.432177818577443917e-01
8.498396793587173306e+03,1.482881926799270444e-01
8.538076152304609423e+03,1.533138197598403196e-01
8.577755511022043720e+03,1.583179259844393616e-01
8.617434869739478017e+03,1.632829185826781271e-01
8.657114228456914134e+03,1.682136412222743904e-01
8.696793587174348431e+03,1.731152781716419620e-01
8.736472945891782729e+03,1.779721963263838636e-01
8.776152304609218845e+03,1.828113731461567248e-01
8.815831663326653143e+03,1.876132655547255446e-01
8.855511022044087440e+03,1.923782490178549132e-01
8.895190380761523556e+03,1.971180746745650747e-01
8.934869739478957854e+03,2.018201529260832405e-01
8.974549098196392151e+03,2.064891623208880977e-01
9.014228456913828268e+03,2.111483262811190420e-01
9.053907815631262565e+03,2.157552452919121733e-01
9.093587174348696863e+03,2.203401626711874173e-01
9.133266533066132979e+03,2.248890377410666386e-01
9.172945891783567276e+03,2.294104702510452454e-01
9.212625250501001574e+03,2.339236381909816642e-01
9.252304609218437690e+03,2.383784150156888215e-01
9.291983967935871988e+03,2.428300305509198398e-01
9.331663326653306285e+03,2.472424361965279149e-01
9.371342685370742402e+03,2.516398024485635432e-01
9.411022044088174880e+03,2.560081194283397865e-01
9.450701402805610996e+03,2.603324746060869943e-01
9.490380761523045294e+03,2.646546528271460641e-01
9.530060120240479591e+03,2.689421242539609125e-01
9.569739478957915708e+03,2.732002883884308564e-01
9.609418837675350005e+03,2.774485779125711593e-01
9.649098196392784303e+03,2.816785192908805024e-01
9.688777555110220419e+03,2.858620007944450148e-01
9.728456913827654716e+03,2.900586544817702062e-01
9.768136272545089014e+03,2.942078996151248904e-01
9.807815631262523311e+03,2.983493189729152784e-01
9.847494989979959428e+03,3.024524193727088917e-01
9.887174348697393725e+03,3.065553133904638239e-01
9.926853707414828023e+03,3.106293911961989784e-01
9.966533066132264139e+03,3.146894657044145283e-01
1.000621242484969844e+04,3.187284619187912837e-01
1.004589178356713273e+04,3.227643914527409952e-01
1.008557114228456885e+04,3.267673385858573254e-01
1.012525050100200315e+04,3.307675022569631640e-01
1.016492985971943745e+04,3.347454396820925826e-01
1.020460921843687356e+04,3.387196973567718206e-01
1.024428857715430786e+04,3.426636909564486633e-01
1.028396793587174216e+04,3.466098824528084377e-01
1.032364729458917827e+04,3.505352309380631026e-01
1.036332665330661257e+04,3.544437002119769642e-01
1.040300601202404687e+04,3.583182868309089386e-01
1.044268537074148298e+04,3.622052871261419726e-01
1.048236472945891728e+04,3.660288725320708370e-01
1.052204408817635158e+04,3.698396713486450937e-01
1.056172344689378770e+04,3.736414064132764778e-01
1.060140280561122199e+04,3.773784895807740236e-01
1.064108216432865629e+04,3.811259191376423217e-01
1.068076152304609241e+04,3.848110467289343473e-01
1.072044088176352670e+04,3.884557994836781991e-01
1.076012024048096100e+04,3.920733914514281104e-01
1.079979959919839712e+04,3.956212701966683731e-01
1.083947895791583142e+04,3.991529099645392265e-01
1.087915831663326571e+04,4.026178919210404716e-01
1.091883767535070183e+04,4.060373208793678912e-01
1.095851703406813613e+04,4.094383931911699248e-01
1.099819639278557042e+04,4.127627600261392082e-01
1.103787575150300654e+04,4.160013449885148207e-01
1.107755511022044084e+04,4.192146312015921361e-01
1.111723446893787514e+04,4.223734152954816135e-01
1.115691382765531125e+04,4.254502614081549505e-01
1.119659318637274555e+04,4.284601594286269188e-01
1.123627254509017985e+04,4.314230949004863036e-01
1.127595190380761414e+04,4.343020688346416747e-01
1.131563126252505026e+04,4.371119335859459665e-01
1.135531062124248456e+04,4.398275848930601195e-01
1.139498997995991886e+04,4.424960420510244408e-01
1.143466933867735497e+04,4.450684738291004749e-01
1.147434869739478927e+04,4.475621858847247947e-01
1.151402805611222357e+04,4.499594508232312440e-01
1.155370741482965968e+04,4.522842031794134798e-01
1.159338677354709398e+04,4.545111540501932668e-01
1.163306613226452828e+04,4.566507492753552611e-01
1.167274549098196439e+04,4.586867724331479823e-01
1.171242484969939869e+04,4.606448772586157481e-01
1.175210420841683299e+04,4.625052696116360718e-01
1.179178356713426911e+04,4.642295604624286365e-01
1.183146292585170340e+04,4.658947166454223687e-01
1.187114228456913770e+04,4.674151152448053903e-01
1.191082164328657382e+04,4.688323178542692649e-01
1.195050100200400811e+04,4.701391733751529300e-01
1.199018036072144241e+04,4.713370735432017011e-01
1.202985971943887853e+04,4.724224682398598940e-01
1.206953907815631283e+04,4.733905145912976620e-01
1.210921843687374712e+04,4.742041059013571980e-01
1.214889779559118324e+04,4.749457466781166204e-01
1.218857715430861754e+04,4.755431937110247143e-01
1.222825651302605183e+04,4.760603593809910605e-01
1.226793587174348795e+04,4.764363602901550143e-01
1.230761523046092225e+04,4.767109684898271915e-01
1.234729458917835655e+04,4.768833138684978046e-01
1.238697394789579266e+04,4.769560770754854850e-01
1.242665330661322696e+04,4.769330978708032909e-01
1.246633266533066126e+04,4.768153113834396883e-01
1.250601202404809737e+04,4.765829729129703596e-01
1.254569138276553167e+04,4.762669075608123581e-01
1.258537074148296597e+04,4.758823242323639291e-01
1.262505010020040208e+04,4.753714792064401840e-01
1.266472945891783638e+04,4.747991766934387403e-01
1.270440881763527068e+04,4.741287298531501881e-01
1.274408817635270316e+04,4.733952803520901642e-01
1.278376753507013927e+04,4.725695307567310821e-01
1.282344689378757357e+04,4.716749993217425052e-01
1.286312625250500787e+04,4.706934349705648724e-01
1.290280561122244399e+04,4.696607716923170139e-01
1.294248496993987828e+04,4.685320287022549102e-01
1.298216432865731258e+04,4.673606400174835085e-01
1.302184368737474870e+04,4.661426947523364950e-01
1.306152304609218299e+04,4.648239061451506782e-01
1.310120240480961729e+04,4.634556865932294989e-01
1.314088176352705341e+04,4.620691952727022933e-01
1.318056112224448771e+04,4.605925993685437980e-01
1.322024048096192200e+04,4.590754392870150524e-01
1.325991983967935630e+04,4.575094958505839804e-01
1.329959919839679242e+04,4.559007232588055958e-01
1.333927855711422671e+04,4.542580354849041768e-01
1.337895791583166101e+04,4.525751678553914248e-01
1.341863727454909713e+04,4.508540137509067791e-01
1.345831663326653143e+04,4.490764500023540773e-01
1.349799599198396572e+04,4.472998544191300607e-01
1.353767535070140184e+04,4.454640769763721919e-01
1.357735470941883614e+04,4.436404241578068564e-01
1.361703406813627043e+04,4.417560249131194938e-01
1.365671342685370655e+04,4.398877133054341915e-01
1.369639278557114085e+04,4.379847070748423832e-01
1.373607214428857515e+04,4.360619136706184729e-01
1.377575150300601126e+04,4.341273662007731349e-01
1.381543086172344556e+04,4.321847393337456267e-01
1.385511022044087986e+04,4.302451429147348128e-01
1.389478957915831597e+04,4.282980380835467171e-01
1.393446893787575027e+04,4.263520850141003793e-01
1.397414829659318457e+04,4.243693239593835931e-01
1.401382765531062068e+04,4.224214040041106011e-01
1.405350701402805498e+04,4.204765637327787520e-01
1.409318637274548928e+04,4.184943065324097655e-01
1.413286573146292540e+04,4.165472947306871343e-01
1.417254509018035969e+04,4.145707432607721454e-01
1.421222444889779399e+04,4.126174830989844389e-01
1.425190380761523011e+04,4.106471779682053236e-01
1.429158316633266440e+04,4.086756167577940135e-01
1.433126252505009870e+04,4.067012133436359034e-01
1.437094188376753482e+04,4.047354770662445200e-01
1.441062124248496912e+04,4.028009572171215025e-01
1.445030060120240341e+04,4.008376816534371390e-01
1.448997995991983953e+04,3.988476112800617424e-01
1.452965931863727383e+04,3.968925745108739522e-01
1.456933867735470812e+04,3.949432601662456466e-01
1.460901803607214242e+04,3.929984892863785384e-01
1.464869739478957854e+04,3.910567380519351932e-01
1.468837675350701284e+04,3.890960004841513831e-01
1.472805611222444713e+04,3.871611627211364870e-01
1.476773547094188325e+04,3.852103102105880472e-01
1.480741482965931755e+04,3.832906462185991514e-01
1.484709418837675184e+04,3.813555178774618581e-01
1.488677354709418796e+04,3.794460007446303074e-01
1.492645290581162226e+04,3.775192299000124097e-01
1.496613226452905656e+04,3.756106940298751251e-01
1.500581162324649267e+04,3.737047066376473770e-01
1.504549098196392697e+04,3.718016839916387650e-01
1.508517034068136127e+04,3.699088447925804046e-01
1.512484969939879738e+04,3.680453151746705398e-01
1.516452905811623168e+04,3.661545740100659030e-01
1.520420841683366598e+04,3.642957661718943529e-01
1.524388777555110210e+04,3.624427959607953165e-01
1.528356713426853639e+04,3.606007247411866512e-01
1.532324649298597069e+04,3.587519230641975643e-01
1.536292585170340681e+04,3.569318494322661905e-01
1.540260521042084110e+04,3.551159111638505506e-01
1.544228456913827540e+04,3.533005273970438731e-01
1.548196392785571152e+04,3.515101055090114612e-01
1.552164328657314582e+04,3.497466686144886094e-01
1.556132264529058011e+04,3.479600843070812521e-01
1.560100200400801623e+04,3.461893791261779763e-01
1.564068136272545053e+04,3.444634981209801494e-01
1.568036072144288482e+04,3.427196521675661689e-01
1.572004008016032094e+04,3.409926721852106768e-01
1.575971943887775524e+04,3.393106879470937920e-01
